Fold,Epoch,Train Loss,Train Acc,Test Loss,Test Acc
1,1,1.7898863027572631,56.540820079921225,1.2977972812664784,61.75880878245341
1,2,1.2421442434310912,63.14500975981133,1.1634858046346308,65.18760875040066
1,3,1.1648709312820436,65.17861130835128,1.1139667363422912,66.52396515408215
1,4,1.1253295746994019,66.29113254591674,1.0789168071563897,67.65476899125417
1,5,1.0953580423927307,67.27022037787238,1.0491051783647074,68.60712200650212
1,6,1.0709200097846985,68.04726868500619,1.0196143404754532,69.42645611062778
1,7,1.0454726642417909,68.80752378962075,0.9927757433460801,70.39762580704244
1,8,1.0236847540664673,69.5624706445035,0.9679691096400971,71.16483126516782
1,9,1.003233357696533,70.21932880969824,0.9469992240219165,71.80663034021704
1,10,0.9862075823593139,70.74891008330282,0.9297869229103293,72.32489754567517
1,11,0.972416842880249,71.17786782721194,0.9153898814145256,72.76560854434727
1,12,0.9593547038841248,71.575098268641,0.9018299722915415,73.14666422455241
1,13,0.9487429051399231,71.89966898126946,0.8904393197935255,73.48862699757315
1,14,0.9393463935661316,72.1932478010903,0.8800179555897822,73.77109185402261
1,15,0.9306330751419067,72.45202549477735,0.8709925249257051,74.03116271349421
1,16,0.9226631140899658,72.68673571035998,0.8630998950175313,74.22566852877878
1,17,0.9158006986999512,72.88023051777046,0.8565013937633056,74.40849798525574
1,18,0.909449832572937,73.06190399189487,0.8503424213517963,74.55399457392738
1,19,0.904044769897461,73.21568795787546,0.8451245288409845,74.6975307935345
1,20,0.8997155900764465,73.32911413242637,0.8404135324461076,74.81423714455791
1,21,0.8948381212425232,73.46377177570736,0.8359823093542358,74.93633808782454
1,22,0.8908071230888367,73.57392184638279,0.8320918051178193,75.03434223178716
1,23,0.8869944352149963,73.67053029869535,0.828497223384545,75.13051479005449
1,24,0.8840658746147155,73.74394937368325,0.8248588900889278,75.21202035349604
1,25,0.88076745054245,73.83017884950078,0.8214837500963674,75.29879172581163
1,26,0.8771731712913513,73.91738618412015,0.8178928740646528,75.36554443884793
1,27,0.8748402994918824,73.97782491295185,0.8148558751091628,75.4310951737717
1,28,0.8711758593559266,74.06201350732601,0.8115309070595695,75.4996079261871
1,29,0.8690902883148194,74.10786498189984,0.8088329588360799,75.5711971702001
1,30,0.8659110325431824,74.18039603563577,0.8065171891161244,75.60944583085306
1,31,0.8638253942871094,74.23627058803316,0.8041049043083435,75.65987167452722
1,32,0.8608557762145996,74.30392653523836,0.8020382025815032,75.71207186684371
1,33,0.8582489881896973,74.37081549853507,0.7999989284426355,75.74787364348184
1,34,0.8565442262458801,74.40700706402272,0.7978031809067787,75.80960380511928
1,35,0.8542679622077942,74.4707532051282,0.7959121965691257,75.84925477357022
1,36,0.8527466623687744,74.49823454818174,0.7940886122796237,75.89614622922295
1,37,0.8506511381340027,74.54665749919869,0.7920407809107505,75.9327922523925
1,38,0.8487859760856629,74.58132269771488,0.790214149695833,75.96161110856724
1,39,0.8475905083465576,74.61764558520385,0.7888876826257047,75.99970236732452
1,40,0.8452701646614075,74.67418409215767,0.7869947879668087,76.02587400979898
1,41,0.8437641221618652,74.70344263655511,0.7853911035048687,76.06994654059251
1,42,0.8421763559150696,74.7404406966894,0.7836904763565649,76.10228547552543
1,43,0.8404742372703552,74.7767795814635,0.7822739354637273,76.12548079124502
1,44,0.8390536904525757,74.80300935467619,0.780868496812518,76.15676084069783
1,45,0.8379249503135681,74.82529944576768,0.7791273805796338,76.19127478364393
1,46,0.8364741947174072,74.8589233773075,0.7777257015942918,76.21590102568798
1,47,0.8343455943107605,74.90980185159755,0.7763718400160065,76.23606277759971
1,48,0.8331935994911194,74.9238318813536,0.774763699458993,76.26189099775631
1,49,0.8318349256134033,74.94645831425431,0.7728771012457435,76.3033878611658
1,50,0.8304159740638732,74.97544193075655,0.771251133564488,76.33141970786208
1,51,0.8292718951797485,74.99341920689812,0.769917707537751,76.349721255552
1,52,0.8278754274177551,75.01981843479456,0.7683678708417946,76.38130179953295
1,53,0.8264989735603333,75.04571215937715,0.7672543788657469,76.39994676954073
1,54,0.8252771412277222,75.07079049505404,0.7661425542953374,76.42242662209809
1,55,0.8240587269210815,75.09090258699634,0.7649819613112818,76.4389681304089
1,56,0.823326021900177,75.10138607370253,0.7640945611859832,76.45157459132744
1,57,0.8219833546447753,75.1344309517813,0.7629792026394163,76.48093719950548
1,58,0.8214020122146607,75.14734116575801,0.7620806177253918,76.49269941389258
1,59,0.8199429201889038,75.18125543752004,0.7612023433608472,76.51620953340354
1,60,0.8195809761619568,75.18527798139918,0.7601482756150043,76.52745661431385
1,61,0.8187024637413025,75.19941972671462,0.7594755996218727,76.54789024222721
1,62,0.8179900170898438,75.21451884079556,0.7586020013255537,76.5657052749668
1,63,0.8168106891441346,75.24248207495305,0.7574770150282194,76.586596799304
1,64,0.815867579574585,75.25403241970953,0.7570294505342499,76.59363695682036
1,65,0.8148954141044616,75.27342676461159,0.7561567568260691,76.61644592243235
1,66,0.8138988614273072,75.2952347077818,0.7555164521002709,76.6221696277302
1,67,0.8131823550415039,75.30894008174575,0.7548765736772581,76.62330005952653
1,68,0.8126241587257386,75.32032717371386,0.754275482481398,76.63979864004762
1,69,0.8117166631507874,75.3420540416762,0.7535817639144791,76.65575346856541
1,70,0.8105895107841492,75.3703649386475,0.7531306661303391,76.66768739411145
1,71,0.8103109449958801,75.37173787330524,0.7524609191490866,76.68352774852329
1,72,0.8089981290245056,75.39822078412524,0.7521258899775307,76.68465818031962
1,73,0.8088501662254334,75.40293623488735,0.7514328190585231,76.69799441366364
1,74,0.8081899620628357,75.41997598685717,0.7511370404602011,76.70660859013691
1,75,0.8075109557342529,75.44027456614315,0.7505567149280588,76.72309286139475
1,76,0.8069356608581543,75.44961851504189,0.7501144086003608,76.733166582719
1,77,0.8066943073654175,75.44925274228268,0.7496018379240694,76.74816269059939
1,78,0.8060959383964539,75.46227745019465,0.749190337593903,76.744513828472
1,79,0.8054398264122009,75.48366025230094,0.7489431583515519,76.75517422958927
1,80,0.8050836168670654,75.49012220046716,0.7483553306373489,76.77058530610375
1,81,0.8044986313819885,75.50332434629298,0.7481294078442752,76.77191606758551
1,82,0.8042824171829224,75.50579970686576,0.7474982554040601,76.78993143001053
1,83,0.8037576520347596,75.5184050835814,0.7473711901918396,76.78891547232016
1,84,0.8033767072105408,75.52698141404424,0.7467405542998058,76.80361108567242
1,85,0.8028303301811218,75.54166165727764,0.7464505488153004,76.81228249919869
1,86,0.8029433123397827,75.54199196375384,0.7461480101203675,76.81643218553963
1,87,0.8018189963722229,75.56336586901763,0.7457054870207901,76.82315753926461
1,88,0.8015402635955811,75.56497237806275,0.745370645276116,76.8385972343056
1,89,0.8008959839248657,75.58682455246772,0.745123027078331,76.84248935390815
1,90,0.8003808438682556,75.59574157586302,0.7449279107401133,76.84857079078712
1,91,0.8006089043235779,75.59607979271645,0.7445146394202776,76.85860158432163
1,92,0.7997787051010132,75.61625704015752,0.7441501155533754,76.87504292778974
1,93,0.7997232295036316,75.61490342782561,0.743757136490034,76.87429884610101
1,94,0.7991764822769165,75.62972162446775,0.7433764431482691,76.88287009478456
1,95,0.7992888361930847,75.6243163883544,0.7432331124992322,76.88528836027291
1,96,0.7986745528030396,75.64062929376202,0.7429492926353689,76.89043969504098
1,97,0.7984394487953186,75.64618352951953,0.7426444678507802,76.90191572416319
1,98,0.7979143665695191,75.66317703324633,0.7422612082317966,76.90640883282201
1,99,0.7976275043487548,75.66257041769717,0.7419270504161221,76.91336313475892
1,100,0.7971172866058349,75.67780234088828,0.7418195817171765,76.92187714638949
1,1,1.7898863027572631,56.540820079921225,1.2977972812664784,61.75880878245341
1,2,1.2421442434310912,63.14500975981133,1.1634858046346308,65.18760875040066
1,3,1.1648709312820436,65.17861130835128,1.1139667363422912,66.52396515408215
1,4,1.1253295746994019,66.29113254591674,1.0789168071563897,67.65476899125417
1,5,1.0953580423927307,67.27022037787238,1.0491051783647074,68.60712200650212
1,6,1.0709200097846985,68.04726868500619,1.0196143404754532,69.42645611062778
